season_start,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,win_perc
1982,4,Sidney Moncrief\moncrsi01,25,MIL,0,226,750,0.301,76,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,0.622
1982,5,Julius Erving\ervinju01,32,PHI,3,112,750,0.149,72,33.6,21.4,6.8,3.7,1.6,1.8,0.517,0.286,0.759,10.9,0.217,0.793
1982,6,Alex English\englial01,29,DEN,0,42,750,0.056,82,36.4,28.4,7.3,4.8,1.4,1.5,0.516,0.167,0.829,10.3,0.166,0.549
1982,7,Buck Williams\willibu01,22,NJN,0,40,750,0.053,82,36.1,17,12.5,1.5,1.1,1.3,0.588,0,0.62,11.4,0.185,0.598
1982,8,Artis Gilmore\gilmoar01,33,SAS,0,33,750,0.044,82,34.1,18,12,1.5,0.5,2.3,0.626,0,0.74,11,0.189,0.646
1982,9,George Gervin\gervige01,30,SAS,0,30,750,0.04,78,36.3,26.2,4.6,3.4,1.1,0.9,0.487,0.364,0.853,9.4,0.159,0.646
1982,10,Kareem Abdul-Jabbar\abdulka01,35,LAL,0,15,750,0.02,79,32.3,21.8,7.5,2.5,0.8,2.2,0.588,0,0.749,10.9,0.205,0.707
1982,11,Jack Sikma\sikmaja01,27,SEA,0,13,750,0.017,75,34.2,18.2,11.4,3.1,1.2,0.9,0.464,0,0.837,9.8,0.183,0.585
1982,12,Jeff Ruland\rulanje01,24,WSB,0,12,750,0.016,79,36.2,19.4,11,3,0.9,1,0.552,0.333,0.689,10.1,0.169,0.512
1982,13,Terry Cummings\cummite01,21,SDC,0,10,750,0.013,70,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0,0.709,8.7,0.164,0.305
1982,14,Maurice Lucas\lucasma01,30,PHO,0,9,750,0.012,77,33.6,16.5,10.4,2.8,0.7,0.6,0.474,0.333,0.781,7.1,0.132,0.646
1982,15,Alton Lister\listeal01,24,MIL,0,5,750,0.007,80,23.6,8.4,7.1,1.4,0.6,2.2,0.529,0,0.537,3.8,0.096,0.622
1982,16T,Bernard King\kingbe01,26,NYK,0,4,750,0.005,68,32.5,21.9,4.8,2.9,1.3,0.2,0.528,0,0.722,7.5,0.163,0.537
1982,16T,Isiah Thomas\thomais01,21,DET,0,4,750,0.005,81,38.2,22.9,4,7.8,2.5,0.4,0.472,0.288,0.71,7.4,0.115,0.451
1982,18T,Larry Drew\drewla01,24,KCK,0,3,750,0.004,75,35.9,20.1,2.8,8.1,1.7,0.1,0.492,0.125,0.82,7.2,0.128,0.549
1982,18T,Gus Williams\willigu01,29,SEA,0,3,750,0.004,80,34.5,20,2.6,8,2.3,0.3,0.477,0.047,0.751,8.5,0.148,0.585
1982,20,Dan Roundfield\roundda01,29,ATL,0,2,750,0.003,77,36.5,19,11.4,2.9,0.8,1.5,0.47,0.185,0.749,7.4,0.127,0.524
1982,21,Marques Johnson\johnsma01,26,MIL,0,1.5,750,0.002,80,35.7,21.4,7,4.5,1.3,0.7,0.509,0.2,0.735,10.7,0.18,0.622
1982,22T,Norm Nixon\nixonno01,27,LAL,0,1,750,0.001,79,34.3,15.1,2.6,7.2,1.3,0.1,0.475,0,0.744,3.9,0.069,0.707
1982,22T,Kiki Vandeweghe\vandeki01,24,DEN,0,1,750,0.001,82,35.5,26.7,5.3,2.5,0.8,0.5,0.547,0.294,0.875,11,0.182,0.549
1981,1,Moses Malone\malonmo01,26,HOU,40,507,690,0.735,81,42,31.1,14.7,1.8,0.9,1.5,0.519,0,0.762,15.4,0.218,0.561
1981,2,Larry Bird\birdla01,25,BOS,20,406,690,0.588,77,38,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.863,12.5,0.205,0.768
1981,3,Julius Erving\ervinju01,31,PHI,1,203,690,0.294,81,34.4,24.4,6.9,3.9,2,1.7,0.546,0.273,0.763,13.3,0.229,0.707
1981,4,Robert Parish\parisro01,28,BOS,4,131,690,0.19,80,31.7,19.9,10.8,1.8,0.9,2.4,0.542,0,0.71,10,0.19,0.768
1981,5,Gus Williams\willigu01,28,SEA,2,115,690,0.167,80,36,23.4,3.1,6.9,2.2,0.5,0.486,0.225,0.734,10.2,0.171,0.634
1981,6,George Gervin\gervige01,29,SAS,1,110,690,0.159,79,35.7,32.3,5,2.4,1,0.6,0.5,0.278,0.864,10.7,0.182,0.585
1981,7,Sidney Moncrief\moncrsi01,24,MIL,1,101,690,0.146,80,37.3,19.8,6.7,4.8,1.7,0.3,0.523,0.071,0.817,13.4,0.216,0.671
1981,8,Magic Johnson\johnsma02,22,LAL,0,67,690,0.097,78,38.3,18.6,9.6,9.5,2.7,0.4,0.537,0.207,0.76,12.9,0.207,0.695
1981,9,Jack Sikma\sikmaja01,26,SEA,0,33,690,0.048,82,37.2,19.6,12.7,3.4,1.2,1.3,0.479,0.154,0.855,12.6,0.199,0.634
1981,10,Kareem Abdul-Jabbar\abdulka01,34,LAL,0,31,690,0.045,76,35.2,23.9,8.7,3,0.8,2.7,0.579,0,0.706,10.7,0.192,0.695
1981,11T,Dan Roundfield\roundda01,28,ATL,0,14,690,0.02,61,36.3,18.6,11.8,2.7,1,1.5,0.466,0.2,0.76,6.5,0.141,0.512
1981,11T,Kelly Tripucka\tripuke01,22,DET,0,14,690,0.02,82,37.5,21.6,5.4,3.3,1.1,0.2,0.496,0.227,0.797,7.5,0.117,0.476
1981,13,Alex English\englial01,28,DEN,0,12,690,0.017,82,36.8,25.4,6.8,5.3,1.1,1.5,0.551,0,0.84,9.5,0.152,0.561
1981,14,Bernard King\kingbe01,25,GSW,0,10,690,0.014,79,36.2,23.2,5.9,3.6,1,0.3,0.566,0.2,0.705,8.7,0.147,0.549
1981,15,Adrian Dantley\dantlad01,26,UTA,0,7,690,0.01,81,39.8,30.3,6.3,4,1.2,0.2,0.57,0.333,0.792,12.6,0.187,0.305
1981,16,Ray Williams\willira01,27,NJN,0,6,690,0.009,82,33.3,20.4,4,6,2.4,0.5,0.462,0.167,0.832,7.9,0.139,0.537
1981,17T,Michael Cooper\coopemi01,25,LAL,0,3,690,0.004,76,28.9,11.9,3.5,3,1.6,0.8,0.517,0.118,0.813,5,0.109,0.695
1981,17T,Dan Issel\isselda01,33,DEN,0,3,690,0.004,81,30.5,22.9,7.5,2.2,0.8,0.7,0.527,0.667,0.834,9.8,0.19,0.561
1981,17T,Marques Johnson\johnsma01,25,MIL,0,3,690,0.004,60,31.7,16.5,6.1,3.6,1,0.6,0.532,0,0.7,6.2,0.158,0.671
1981,17T,Isiah Thomas\thomais01,20,DET,0,3,690,0.004,72,33.8,17,2.9,7.8,2.1,0.2,0.424,0.288,0.704,2.3,0.046,0.476
1981,21T,Dennis Johnson\johnsde01,27,PHO,0,1,690,0.001,80,36.7,19.5,5.1,4.6,1.3,0.7,0.47,0.19,0.806,8.1,0.132,0.561
1981,21T,Mychal Thompson\thompmy01,27,POR,0,1,690,0.001,79,39.6,20.8,11.7,4,0.9,1.4,0.523,0,0.628,8.2,0.125,0.512
1981,21T,Jay Vincent\vinceja01,22,DAL,0,1,690,0.001,81,32.4,21.4,7,2.2,1.1,0.3,0.497,0.25,0.716,5.6,0.102,0.341
1981,21T,Jamaal Wilkes\wilkeja01,28,LAL,0,1,690,0.001,82,35.4,21.1,4.8,1.7,1.1,0.3,0.525,0,0.732,7.7,0.127,0.695
1981,21T,Buck Williams\willibu01,21,NJN,0,1,690,0.001,82,34.5,15.5,12.3,1.3,1,1,0.582,0,0.624,8.9,0.152,0.537
1980,1,Julius Erving\ervinju01,30,PHI,28,454,690,0.658,82,35,24.6,8,4.4,2.1,1.8,0.521,0.222,0.787,13.8,0.231,0.756
1980,2,Larry Bird\birdla01,24,BOS,20,423,690,0.613,82,39.5,21.2,10.9,5.5,2,0.8,0.478,0.27,0.863,10.8,0.16,0.756
1980,3,Kareem Abdul-Jabbar\abdulka01,33,LAL,8,286,690,0.414,80,37.2,26.2,10.3,3.4,0.7,2.9,0.574,0,0.766,14.3,0.23,0.659
1980,4,Moses Malone\malonmo01,25,HOU,8,180,690,0.261,80,40.6,27.8,14.8,1.8,1,1.9,0.522,0.333,0.757,13.7,0.202,0.488
1980,5,George Gervin\gervige01,28,SAS,1,83,690,0.12,82,33.7,27.1,5.1,3.2,1.1,0.7,0.492,0.257,0.826,10.5,0.182,0.634
1980,6,Marques Johnson\johnsma01,24,MIL,1,73,690,0.106,76,33.4,20.3,6.8,4.6,1.5,0.5,0.552,0,0.706,11.2,0.211,0.732
1980,7,Robert Parish\parisro01,27,BOS,0,53,690,0.077,82,28,18.9,9.5,1.8,1,2.6,0.545,0,0.71,10.9,0.228,0.756
1980,8,Dennis Johnson\johnsde01,26,PHO,0,50,690,0.072,79,33.1,18.8,4.6,3.7,1.7,0.8,0.436,0.216,0.82,8.4,0.154,0.695
1980,9,Tiny Archibald\architi01,32,BOS,0,32,690,0.046,80,35.3,13.8,2.2,7.7,0.9,0.2,0.499,0,0.816,6.9,0.118,0.756
1980,10,Jamaal Wilkes\wilkeja01,27,LAL,0,19,690,0.028,81,37.4,22.6,5.4,2.9,1.5,0.4,0.526,0.077,0.758,8.5,0.135,0.659
1980,11,Magic Johnson\johnsma02,21,LAL,0,18,690,0.026,37,37.1,21.6,8.6,8.6,3.4,0.7,0.532,0.176,0.76,6.4,0.225,0.659
1980,12T,Adrian Dantley\dantlad01,25,UTA,1,15,690,0.022,80,42.7,30.7,6.4,4,1.4,0.2,0.559,0.286,0.806,13.6,0.191,0.341
1980,12T,Phil Ford\fordph01,24,KCK,1,15,690,0.022,66,34.7,17.5,1.9,8.8,1.5,0.1,0.478,0.306,0.831,5.2,0.11,0.488
1980,14,Bernard King\kingbe01,24,GSW,0,12,690,0.017,81,36,21.9,6.8,3.5,0.9,0.4,0.588,0.333,0.703,9.1,0.15,0.476
1980,15T,Kelvin Ransey\ranseke01,22,POR,1,11,690,0.016,80,30.4,15.2,2.4,6.9,1.1,0.1,0.452,0.097,0.749,2.8,0.056,0.549
1980,15T,Jack Sikma\sikmaja01,25,SEA,0,11,690,0.016,82,35.6,18.7,10.4,3,1,1.1,0.454,0,0.823,8,0.132,0.415
1980,17T,Otis Birdsong\birdsot01,25,KCK,0,7,690,0.01,71,36.5,24.6,3.6,3.3,1.3,0.3,0.544,0.286,0.697,8.2,0.152,0.488
1980,17T,Micheal Ray Richardson\richami01,25,NYK,0,7,690,0.01,79,40.2,16.4,6.9,7.9,2.9,0.4,0.469,0.225,0.663,6.9,0.104,0.61
1980,19T,Truck Robinson\robintr01,29,PHO,0,6,690,0.009,82,37.7,18.8,9.6,2.5,0.8,0.5,0.505,0,0.629,7.6,0.119,0.695
1980,19T,Reggie Theus\theusre01,23,CHI,0,6,690,0.009,82,34.4,18.9,3.5,5.2,1.5,0.2,0.495,0.2,0.809,9.2,0.156,0.549
1980,21,Norm Nixon\nixonno01,25,LAL,0,5,690,0.007,79,37.5,17.1,2.9,8.8,1.8,0.1,0.476,0.167,0.778,5.5,0.089,0.659
1980,22T,Artis Gilmore\gilmoar01,31,CHI,0,4,690,0.006,82,34.5,17.9,10.1,2.1,0.6,2.4,0.67,0,0.705,12.3,0.208,0.549
1980,22T,Bob Lanier\laniebo01,32,MIL,0,4,690,0.006,67,26.2,14.3,6.2,2.7,1.1,1.2,0.525,1,0.751,6.8,0.185,0.732
1980,24T,Michael Cooper\coopemi01,24,LAL,0,3,690,0.004,81,32.4,9.4,4.1,4.1,1.6,1,0.491,0.211,0.785,5,0.092,0.659
1980,24T,Walter Davis\daviswa03,26,PHO,0,3,690,0.004,78,28,18,2.6,3.9,1.2,0.2,0.539,0.412,0.836,7.1,0.157,0.695
1980,24T,George Johnson\johnsge02,32,SAS,0,3,690,0.004,82,23.6,5,7.3,1.1,0.6,3.4,0.473,0,0.734,4.5,0.112,0.634
1980,24T,Bobby Jones\jonesbo01,29,PHI,0,3,690,0.004,81,25.3,13.5,5.4,2.8,1.2,0.9,0.539,0,0.813,9.2,0.217,0.756
1980,24T,Mike Mitchell\mitchmi01,25,CLE,0,3,690,0.004,82,39,24.5,6.1,1.7,0.8,0.6,0.476,0.444,0.784,6,0.091,0.341
1980,24T,James Silas\silasja01,31,SAS,0,3,690,0.004,75,27.4,17.7,3.1,3.8,0.7,0.2,0.477,0,0.85,7,0.164,0.634
1980,30T,Quinn Buckner\bucknqu01,26,MIL,0,1,690,0.001,82,29.1,13.3,3.6,4.7,2.4,0,0.493,0.167,0.734,5.4,0.108,0.732
1980,30T,Caldwell Jones\jonesca01,30,PHI,0,1,690,0.001,81,32.6,7.2,10,1.5,0.7,1.7,0.449,0,0.767,5.5,0.1,0.756
1979,1,Kareem Abdul-Jabbar\abdulka01,32,LAL,147,147,221,0.665,82,38.3,24.8,10.8,4.5,1,3.4,0.604,0,0.765,14.8,0.227,0.732
1979,2,Julius Erving\ervinju01,29,PHI,31.5,31.5,221,0.143,78,36.1,26.9,7.4,4.6,2.2,1.8,0.519,0.2,0.787,12.5,0.213,0.72
1979,3,George Gervin\gervige01,27,SAS,19,19,221,0.086,78,37.6,33.1,5.2,2.6,1.4,1,0.528,0.314,0.852,10.6,0.173,0.5
1979,4,Larry Bird\birdla01,23,BOS,15,15,221,0.068,82,36,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.836,11.2,0.182,0.744
1979,5T,Tiny Archibald\architi01,31,BOS,2,2,221,0.009,80,35.8,14.1,2.5,8.4,1.3,0.1,0.482,0.222,0.83,8.9,0.148,0.744
1979,5T,Dennis Johnson\johnsde01,25,SEA,2,2,221,0.009,81,36.3,19,5.1,4.1,1.8,1,0.422,0.207,0.78,7.4,0.12,0.683
1979,5T,Dan Roundfield\roundda01,26,ATL,2,2,221,0.009,81,32,16.5,10.3,2.3,1.2,1.7,0.499,0,0.71,9.1,0.169,0.61
1979,8,Gus Williams\willigu01,26,SEA,1.5,1.5,221,0.007,82,36.2,22.1,3.4,4.8,2.4,0.5,0.482,0.194,0.788,11.6,0.187,0.683
1979,9,Moses Malone\malonmo01,24,HOU,1,1,221,0.005,82,38.3,25.8,14.5,1.8,1,1.3,0.502,0,0.719,11.9,0.183,0.5
